ISO3,Country,Residence / School Type,Service Type,Year,Coverage,School-age population,Service level
IDN,Indonesia,total,Sanitation,2020,39.74122,26117170.075,Limited service
IDN,Indonesia,pre_primary,Sanitation,2020,52.63856,5158422.19447,Limited service
IDN,Indonesia,primary,Sanitation,2020,43.78652,12242290.13133,Limited service
IDN,Indonesia,secondary,Sanitation,2020,27.60399,7717899.36624,Limited service
IDN,Indonesia,total,Drinking water,2020,9.34722,6142814.79803,Limited service
IDN,Indonesia,pre_primary,Drinking water,2020,2.07967,203801.55744,Limited service
IDN,Indonesia,primary,Drinking water,2020,9.55993,2672862.97549,Limited service
IDN,Indonesia,secondary,Drinking water,2020,11.16367,3121291.46178,Limited service
IDN,Indonesia,total,Hygiene,2020,31.2633,20545644.54071,No service
IDN,Indonesia,pre_primary,Hygiene,2020,37.8719,3711333.62397,No service
IDN,Indonesia,primary,Hygiene,2020,29.8678,8350750.20418,No service
IDN,Indonesia,secondary,Hygiene,2020,32.5781,9108627.16136,No service
IDN,Indonesia,total,Sanitation,2020,13.12269,8623984.62099,No service
IDN,Indonesia,pre_primary,Sanitation,2020,19.39368,1900522.6577,No service
IDN,Indonesia,primary,Sanitation,2020,13.01512,3638902.62306,No service
IDN,Indonesia,secondary,Sanitation,2020,17.18162,4803872.17511,No service
IDN,Indonesia,total,Drinking water,2020,17.91961,11776424.52451,No service
IDN,Indonesia,pre_primary,Drinking water,2020,27.45365,2690375.58335,No service
IDN,Indonesia,primary,Drinking water,2020,18.41252,5147964.127,No service
IDN,Indonesia,rural,Drinking water,2020,0,0,No service
IDN,Indonesia,secondary,Drinking water,2020,13.8868,3882660.94689,No service
IDN,Indonesia,urban,Drinking water,2020,0,0,No service
IDN,Indonesia,total,Hygiene,2021,65.75913,43264406.15789,Basic service
IDN,Indonesia,pre_primary,Hygiene,2021,57.48781,5559745.61124,Basic service
IDN,Indonesia,primary,Hygiene,2021,66.13919,18716948.07041,Basic service
IDN,Indonesia,secondary,Hygiene,2021,63.59547,17693362.7503,Basic service
IDN,Indonesia,total,Sanitation,2021,47.13609,31011889.88707,Basic service
IDN,Indonesia,pre_primary,Sanitation,2021,27.96776,2704810.46543,Basic service
IDN,Indonesia,primary,Sanitation,2021,43.19835,12224844.65115,Basic service
IDN,Indonesia,secondary,Sanitation,2021,55.21438,15361600.2145,Basic service
IDN,Indonesia,total,Drinking water,2021,72.73317,47852783.96347,Basic service
IDN,Indonesia,pre_primary,Drinking water,2021,70.46668,6814954.73809,Basic service
IDN,Indonesia,primary,Drinking water,2021,72.02755,20383314.33143,Basic service
IDN,Indonesia,secondary,Drinking water,2021,74.94953,20852259.05665,Basic service
IDN,Indonesia,total,Hygiene,2021,0,0,Insufficient data
IDN,Indonesia,pre_primary,Hygiene,2021,0,0,Insufficient data
IDN,Indonesia,primary,Hygiene,2021,0,0,Insufficient data
IDN,Indonesia,rural,Hygiene,2021,100,28099864,Insufficient data
IDN,Indonesia,secondary,Hygiene,2021,0,0,Insufficient data
IDN,Indonesia,urban,Hygiene,2021,100,37692376,Insufficient data
IDN,Indonesia,total,Sanitation,2021,0,0,Insufficient data
IDN,Indonesia,pre_primary,Sanitation,2021,0,0,Insufficient data
IDN,Indonesia,primary,Sanitation,2021,0,0,Insufficient data
IDN,Indonesia,rural,Sanitation,2021,100,28099864,Insufficient data
IDN,Indonesia,secondary,Sanitation,2021,0,0,Insufficient data
IDN,Indonesia,urban,Sanitation,2021,100,37692376,Insufficient data
IDN,Indonesia,total,Drinking water,2021,0,0,Insufficient data
IDN,Indonesia,pre_primary,Drinking water,2021,0,0,Insufficient data
IDN,Indonesia,primary,Drinking water,2021,0,0,Insufficient data
IDN,Indonesia,rural,Drinking water,2021,100,28099864,Insufficient data
IDN,Indonesia,secondary,Drinking water,2021,0,0,Insufficient data
IDN,Indonesia,urban,Drinking water,2021,100,37692376,Insufficient data
IDN,Indonesia,total,Hygiene,2021,2.97757,1959009.43936,Limited service
IDN,Indonesia,pre_primary,Hygiene,2021,4.64029,448770.14256,Limited service
IDN,Indonesia,primary,Hygiene,2021,3.993,1129993.37944,Limited service
IDN,Indonesia,secondary,Hygiene,2021,3.82644,1064581.36783,Limited service
IDN,Indonesia,total,Sanitation,2021,39.53316,26009748.29612,Limited service
IDN,Indonesia,pre_primary,Sanitation,2021,52.63856,5090766.37736,Limited service
IDN,Indonesia,primary,Sanitation,2021,43.78652,12391293.04681,Limited service
IDN,Indonesia,secondary,Sanitation,2021,26.35629,7332777.15054,Limited service
IDN,Indonesia,total,Drinking water,2021,8.03833,5288596.9965,Limited service
IDN,Indonesia,pre_primary,Drinking water,2021,2.07967,201128.57715,Limited service
IDN,Indonesia,primary,Drinking water,2021,8.21035,2323472.63814,Limited service
IDN,Indonesia,secondary,Drinking water,2021,11.16367,3105927.56876,Limited service
IDN,Indonesia,total,Hygiene,2021,31.2633,20568824.40077,No service
IDN,Indonesia,pre_primary,Hygiene,2021,37.8719,3662657.24592,No service
IDN,Indonesia,primary,Hygiene,2021,29.8678,8452388.55072,No service
IDN,Indonesia,secondary,Hygiene,2021,32.5781,9063791.88242,No service
IDN,Indonesia,total,Sanitation,2021,13.33075,8770601.81023,No service
IDN,Indonesia,pre_primary,Sanitation,2021,19.39368,1875596.15721,No service
IDN,Indonesia,primary,Sanitation,2021,13.01512,3683192.30204,No service
IDN,Indonesia,secondary,Sanitation,2021,18.42933,5127358.63496,No service
IDN,Indonesia,total,Drinking water,2021,19.2285,12650859.03938,No service
IDN,Indonesia,pre_primary,Drinking water,2021,27.45365,2655089.68554,No service
IDN,Indonesia,primary,Drinking water,2021,19.7621,5592543.02873,No service
IDN,Indonesia,rural,Drinking water,2021,0,0,No service
IDN,Indonesia,secondary,Drinking water,2021,13.8868,3863549.37459,No service
IDN,Indonesia,urban,Drinking water,2021,0,0,No service
KHM,Cambodia,total,Hygiene,2018,49.23515,2381985.16664,Basic service
KHM,Cambodia,pre_primary,Hygiene,2018,37.98085,402957.82266,Basic service
KHM,Cambodia,primary,Hygiene,2018,55.96043,1118695.93509,Basic service
KHM,Cambodia,rural,Hygiene,2018,47.97758,1778274.98579,Basic service
KHM,Cambodia,secondary,Hygiene,2018,47.77965,849494.9698,Basic service
KHM,Cambodia,urban,Hygiene,2018,57.22439,647497.42566,Basic service
KHM,Cambodia,total,Sanitation,2018,32.44844,1569848.28757,Basic service
KHM,Cambodia,pre_primary,Sanitation,2018,21.13073,224186.53224,Basic service
KHM,Cambodia,primary,Sanitation,2018,41.4053,827726.68667,Basic service
KHM,Cambodia,rural,Sanitation,2018,31.58238,1170591.69391,Basic service
KHM,Cambodia,secondary,Sanitation,2018,46.59338,828403.80182,Basic service
KHM,Cambodia,urban,Sanitation,2018,39.38591,445653.91523,Basic service
KHM,Cambodia,total,Drinking water,2018,75.8427,3669252.2085,Basic service
KHM,Cambodia,pre_primary,Drinking water,2018,62.00761,657869.71357,Basic service
KHM,Cambodia,primary,Drinking water,2018,82.65897,1652422.18586,Basic service
KHM,Cambodia,rural,Drinking water,2018,75.37237,2793654.90782,Basic service
KHM,Cambodia,secondary,Drinking water,2018,82.47432,1466346.32848,Basic service
KHM,Cambodia,urban,Drinking water,2018,79.59885,900665.76934,Basic service
KHM,Cambodia,total,Hygiene,2018,0,0,Insufficient data
KHM,Cambodia,pre_primary,Hygiene,2018,0,0,Insufficient data
KHM,Cambodia,primary,Hygiene,2018,0,0,Insufficient data
KHM,Cambodia,rural,Hygiene,2018,0,0,Insufficient data
KHM,Cambodia,secondary,Hygiene,2018,0,0,Insufficient data
KHM,Cambodia,urban,Hygiene,2018,0,0,Insufficient data
KHM,Cambodia,total,Sanitation,2018,0,0,Insufficient data
KHM,Cambodia,pre_primary,Sanitation,2018,0,0,Insufficient data
KHM,Cambodia,primary,Sanitation,2018,0,0,Insufficient data
KHM,Cambodia,rural,Sanitation,2018,0,0,Insufficient data
KHM,Cambodia,secondary,Sanitation,2018,0,0,Insufficient data
KHM,Cambodia,urban,Sanitation,2018,0,0,Insufficient data
KHM,Cambodia,total,Drinking water,2018,0,0,Insufficient data
KHM,Cambodia,pre_primary,Drinking water,2018,0,0,Insufficient data
KHM,Cambodia,primary,Drinking water,2018,0,0,Insufficient data
KHM,Cambodia,rural,Drinking water,2018,0,0,Insufficient data
KHM,Cambodia,secondary,Drinking water,2018,0,0,Insufficient data
KHM,Cambodia,urban,Drinking water,2018,0,0,Insufficient data
KHM,Cambodia,total,Hygiene,2018,3.29828,159569.97801,Limited service
KHM,Cambodia,pre_primary,Hygiene,2018,2.63761,27983.68623,Limited service
KHM,Cambodia,primary,Hygiene,2018,3.43124,68593.28892,Limited service
KHM,Cambodia,rural,Hygiene,2018,3.53325,130959.01333,Limited service
KHM,Cambodia,secondary,Hygiene,2018,3.94839,70200.07672,Limited service
KHM,Cambodia,urban,Hygiene,2018,3.25921,36878.16308,Limited service
KHM,Cambodia,total,Sanitation,2018,30.14927,1458614.52088,Limited service
KHM,Cambodia,pre_primary,Sanitation,2018,12.56114,133267.40274,Limited service
KHM,Cambodia,primary,Sanitation,2018,33.81837,676057.54877,Limited service
KHM,Cambodia,rural,Sanitation,2018,31.0738,1151741.5257,Limited service
KHM,Cambodia,secondary,Sanitation,2018,36.38966,646987.3526,Limited service
KHM,Cambodia,urban,Sanitation,2018,22.584,255539.36234,Limited service
KHM,Cambodia,total,Drinking water,2018,2.20332,106596.19229,Limited service
KHM,Cambodia,pre_primary,Drinking water,2018,0.20461,2170.84882,Limited service
KHM,Cambodia,primary,Drinking water,2018,3.76129,75191.42479,Limited service
KHM,Cambodia,rural,Drinking water,2018,2.34995,87100.29395,Limited service
KHM,Cambodia,secondary,Drinking water,2018,0.82691,14702.03005,Limited service
KHM,Cambodia,urban,Drinking water,2018,1.02133,11556.40294,Limited service
KHM,Cambodia,total,Hygiene,2018,47.46657,2296421.8554,No service
KHM,Cambodia,pre_primary,Hygiene,2018,59.38154,630008.49117,No service
KHM,Cambodia,primary,Hygiene,2018,40.60834,811794.77603,No service
KHM,Cambodia,rural,Hygiene,2018,48.48917,1797237.00084,No service
KHM,Cambodia,secondary,Hygiene,2018,48.27196,858247.95352,No service
KHM,Cambodia,urban,Hygiene,2018,39.5164,447130.41119,No service
KHM,Cambodia,total,Sanitation,2018,37.40229,1809514.19154,No service
KHM,Cambodia,pre_primary,Sanitation,2018,66.30813,703496.06502,No service
KHM,Cambodia,primary,Sanitation,2018,24.77634,495299.76456,No service
KHM,Cambodia,rural,Sanitation,2018,37.34382,1384137.78039,No service
KHM,Cambodia,secondary,Sanitation,2018,17.01696,302551.84558,No service
KHM,Cambodia,urban,Sanitation,2018,38.03009,430312.72243,No service
KHM,Cambodia,total,Drinking water,2018,21.95398,1062128.59926,No service
KHM,Cambodia,pre_primary,Drinking water,2018,37.78778,400909.43759,No service
KHM,Cambodia,primary,Drinking water,2018,13.57974,271470.38939,No service
KHM,Cambodia,rural,Drinking water,2018,22.27768,825715.79797,No service
KHM,Cambodia,secondary,Drinking water,2018,16.69877,296894.64146,No service
KHM,Cambodia,urban,Drinking water,2018,19.37982,219283.82767,No service
KHM,Cambodia,total,Hygiene,2019,55.57307,2709910.91795,Basic service
KHM,Cambodia,pre_primary,Hygiene,2019,45.74868,485012.87681,Basic service
KHM,Cambodia,primary,Hygiene,2019,61.61083,1251686.95181,Basic service
KHM,Cambodia,rural,Hygiene,2019,54.47747,2024109.25294,Basic service
KHM,Cambodia,secondary,Hygiene,2019,54.16934,966669.26806,Basic service
KHM,Cambodia,urban,Hygiene,2019,62.89338,730068.82771,Basic service
KHM,Cambodia,total,Sanitation,2019,32.44844,1582284.15397,Basic service
KHM,Cambodia,pre_primary,Sanitation,2019,21.13073,224021.28989,Basic service
KHM,Cambodia,primary,Sanitation,2019,41.4053,841190.86146,Basic service
KHM,Cambodia,rural,Sanitation,2019,31.58238,1173442.6352,Basic service
KHM,Cambodia,secondary,Sanitation,2019,46.59338,831473.83987,Basic service
KHM,Cambodia,urban,Sanitation,2019,39.38591,457193.19863,Basic service
KHM,Cambodia,total,Drinking water,2019,75.8427,3698318.92189,Basic service
KHM,Cambodia,pre_primary,Drinking water,2019,62.00761,657384.81408,Basic service
KHM,Cambodia,primary,Drinking water,2019,82.65897,1679301.22878,Basic service
KHM,Cambodia,rural,Drinking water,2019,75.37237,2800458.77135,Basic service
KHM,Cambodia,secondary,Drinking water,2019,82.47432,1471780.56116,Basic service
KHM,Cambodia,urban,Drinking water,2019,79.59885,923986.64056,Basic service
KHM,Cambodia,total,Hygiene,2019,0,0,Insufficient data
KHM,Cambodia,pre_primary,Hygiene,2019,0,0,Insufficient data
KHM,Cambodia,primary,Hygiene,2019,0,0,Insufficient data
KHM,Cambodia,rural,Hygiene,2019,0,0,Insufficient data
KHM,Cambodia,secondary,Hygiene,2019,0,0,Insufficient data
KHM,Cambodia,urban,Hygiene,2019,0,0,Insufficient data
KHM,Cambodia,total,Sanitation,2019,0,0,Insufficient data
KHM,Cambodia,pre_primary,Sanitation,2019,0,0,Insufficient data
KHM,Cambodia,primary,Sanitation,2019,0,0,Insufficient data
KHM,Cambodia,rural,Sanitation,2019,0,0,Insufficient data
KHM,Cambodia,secondary,Sanitation,2019,0,0,Insufficient data
KHM,Cambodia,urban,Sanitation,2019,0,0,Insufficient data
KHM,Cambodia,total,Drinking water,2019,0,0,Insufficient data
KHM,Cambodia,pre_primary,Drinking water,2019,0,0,Insufficient data
KHM,Cambodia,primary,Drinking water,2019,0,0,Insufficient data
KHM,Cambodia,rural,Drinking water,2019,0,0,Insufficient data
KHM,Cambodia,secondary,Drinking water,2019,0,0,Insufficient data
KHM,Cambodia,urban,Drinking water,2019,0,0,Insufficient data
KHM,Cambodia,total,Hygiene,2019,3.73298,182031.44925,Limited service
KHM,Cambodia,pre_primary,Hygiene,2019,3.03019,32125.08942,Limited service
KHM,Cambodia,primary,Hygiene,2019,3.86389,78498.90865,Limited service
KHM,Cambodia,rural,Hygiene,2019,3.89981,144897.26406,Limited service
KHM,Cambodia,secondary,Hygiene,2019,4.65563,83081.25603,Limited service
KHM,Cambodia,urban,Hygiene,2019,3.70006,42950.42259,Limited service
KHM,Cambodia,total,Sanitation,2019,30.14927,1470169.22681,Limited service
KHM,Cambodia,pre_primary,Sanitation,2019,12.56114,133169.17463,Limited service
KHM,Cambodia,primary,Sanitation,2019,33.81837,687054.6051,Limited service
KHM,Cambodia,rural,Sanitation,2019,31.0738,1154546.55797,Limited service
KHM,Cambodia,secondary,Sanitation,2019,36.38966,649385.06707,Limited service
KHM,Cambodia,urban,Sanitation,2019,22.584,262156.02388,Limited service
KHM,Cambodia,total,Drinking water,2019,2.20332,107440.6153,Limited service
KHM,Cambodia,pre_primary,Drinking water,2019,0.20461,2169.24874,Limited service
KHM,Cambodia,primary,Drinking water,2019,3.76129,76414.52234,Limited service
KHM,Cambodia,rural,Drinking water,2019,2.34995,87312.42413,Limited service
KHM,Cambodia,secondary,Drinking water,2019,0.82691,14756.5153,Limited service
KHM,Cambodia,urban,Drinking water,2019,1.02133,11855.63202,Limited service
KHM,Cambodia,total,Hygiene,2019,40.69394,1984359.63246,No service
KHM,Cambodia,pre_primary,Hygiene,2019,51.22113,543030.03374,No service
KHM,Cambodia,primary,Hygiene,2019,34.52527,701416.13962,No service
KHM,Cambodia,rural,Hygiene,2019,41.62272,1546491.48297,No service
KHM,Cambodia,secondary,Hygiene,2019,41.17502,734781.4759,No service
KHM,Cambodia,urban,Hygiene,2019,33.40657,387784.74975,No service
KHM,Cambodia,total,Sanitation,2019,37.40229,1823848.61922,No service
KHM,Cambodia,pre_primary,Sanitation,2019,66.30813,702977.53548,No service
KHM,Cambodia,primary,Sanitation,2019,24.77634,503356.53344,No service
KHM,Cambodia,rural,Sanitation,2019,37.34382,1387508.80683,No service
KHM,Cambodia,secondary,Sanitation,2019,17.01696,303673.09306,No service
KHM,Cambodia,urban,Sanitation,2019,38.03009,441454.77748,No service
KHM,Cambodia,total,Drinking water,2019,21.95398,1070542.46286,No service
KHM,Cambodia,pre_primary,Drinking water,2019,37.78778,400613.93716,No service
KHM,Cambodia,primary,Drinking water,2019,13.57974,275886.24892,No service
KHM,Cambodia,rural,Drinking water,2019,22.27768,827726.80426,No service
KHM,Cambodia,secondary,Drinking water,2019,16.69877,297994.92352,No service
KHM,Cambodia,urban,Drinking water,2019,19.37982,224961.72738,No service
KHM,Cambodia,total,Hygiene,2020,61.911,3051246.45587,Basic service
KHM,Cambodia,pre_primary,Hygiene,2020,53.51651,570692.06278,Basic service
KHM,Cambodia,primary,Hygiene,2020,67.26124,1382512.47405,Basic service
KHM,Cambodia,rural,Hygiene,2020,60.97736,2277004.9847,Basic service
KHM,Cambodia,secondary,Hygiene,2020,60.55904,1094070.43362,Basic service
KHM,Cambodia,urban,Hygiene,2020,68.56236,818812.85081,Basic service
KHM,Cambodia,total,Sanitation,2020,32.44844,1599202.12403,Basic service
KHM,Cambodia,pre_primary,Sanitation,2020,21.13073,225334.98768,Basic service
KHM,Cambodia,primary,Sanitation,2020,41.4053,851059.81423,Basic service
KHM,Cambodia,rural,Sanitation,2020,31.58238,1179343.17095,Basic service
KHM,Cambodia,secondary,Sanitation,2020,46.59338,841764.45457,Basic service
KHM,Cambodia,urban,Sanitation,2020,39.38591,470370.14811,Basic service
KHM,Cambodia,total,Drinking water,2020,75.8427,3737861.78695,Basic service
KHM,Cambodia,pre_primary,Drinking water,2020,62.00761,661239.82705,Basic service
KHM,Cambodia,primary,Drinking water,2020,82.65897,1699002.99359,Basic service
KHM,Cambodia,rural,Drinking water,2020,75.37237,2814540.59059,Basic service
KHM,Cambodia,secondary,Drinking water,2020,82.47432,1489995.83859,Basic service
KHM,Cambodia,urban,Drinking water,2020,79.59885,950617.23198,Basic service
KHM,Cambodia,total,Hygiene,2020,0,0,Insufficient data
KHM,Cambodia,pre_primary,Hygiene,2020,0,0,Insufficient data
KHM,Cambodia,primary,Hygiene,2020,0,0,Insufficient data
KHM,Cambodia,rural,Hygiene,2020,0,0,Insufficient data
KHM,Cambodia,secondary,Hygiene,2020,0,0,Insufficient data
KHM,Cambodia,urban,Hygiene,2020,0,0,Insufficient data
KHM,Cambodia,total,Sanitation,2020,0,0,Insufficient data
KHM,Cambodia,pre_primary,Sanitation,2020,0,0,Insufficient data
KHM,Cambodia,primary,Sanitation,2020,0,0,Insufficient data
KHM,Cambodia,rural,Sanitation,2020,0,0,Insufficient data
KHM,Cambodia,secondary,Sanitation,2020,0,0,Insufficient data
KHM,Cambodia,urban,Sanitation,2020,0,0,Insufficient data
KHM,Cambodia,total,Drinking water,2020,0,0,Insufficient data
KHM,Cambodia,pre_primary,Drinking water,2020,0,0,Insufficient data
KHM,Cambodia,primary,Drinking water,2020,0,0,Insufficient data
KHM,Cambodia,rural,Drinking water,2020,0,0,Insufficient data
KHM,Cambodia,secondary,Drinking water,2020,0,0,Insufficient data
KHM,Cambodia,urban,Drinking water,2020,0,0,Insufficient data
KHM,Cambodia,total,Hygiene,2020,4.16768,205401.80213,Limited service
KHM,Cambodia,pre_primary,Hygiene,2020,3.42277,36499.91235,Limited service
KHM,Cambodia,primary,Hygiene,2020,4.29655,88312.84134,Limited service
KHM,Cambodia,rural,Hygiene,2020,4.26636,159313.65223,Limited service
KHM,Cambodia,secondary,Hygiene,2020,5.36288,96886.72136,Limited service
KHM,Cambodia,urban,Hygiene,2020,4.14091,49453.17998,Limited service
KHM,Cambodia,total,Sanitation,2020,30.14927,1485888.45075,Limited service
KHM,Cambodia,pre_primary,Sanitation,2020,12.56114,133950.10063,Limited service
KHM,Cambodia,primary,Sanitation,2020,33.81837,695115.2127,Limited service
KHM,Cambodia,rural,Sanitation,2020,31.0738,1160352.07673,Limited service
KHM,Cambodia,secondary,Sanitation,2020,36.38966,657422.08664,Limited service
KHM,Cambodia,urban,Sanitation,2020,22.584,269711.72832,Limited service
KHM,Cambodia,total,Drinking water,2020,2.20332,108589.38311,Limited service
KHM,Cambodia,pre_primary,Drinking water,2020,0.20461,2181.96957,Limited service
KHM,Cambodia,primary,Drinking water,2020,3.76129,77311.02675,Limited service
KHM,Cambodia,rural,Drinking water,2020,2.34995,87751.46569,Limited service
KHM,Cambodia,secondary,Drinking water,2020,0.82691,14939.14716,Limited service
KHM,Cambodia,urban,Drinking water,2020,1.02133,12197.32797,Limited service
KHM,Cambodia,total,Hygiene,2020,33.92132,1671791.74176,No service
KHM,Cambodia,pre_primary,Hygiene,2020,43.06072,459193.02485,No service
KHM,Cambodia,primary,Hygiene,2020,28.44221,584611.68453,No service
KHM,Cambodia,rural,Hygiene,2020,34.75628,1297862.36299,No service
KHM,Cambodia,secondary,Hygiene,2020,34.07809,615660.84495,No service
KHM,Cambodia,urban,Hygiene,2020,27.29673,325993.96926,No service
KHM,Cambodia,total,Sanitation,2020,37.40229,1843349.42522,No service
KHM,Cambodia,pre_primary,Sanitation,2020,66.30813,707099.91168,No service
KHM,Cambodia,primary,Sanitation,2020,24.77634,509261.97307,No service
KHM,Cambodia,rural,Sanitation,2020,37.34382,1394485.75232,No service
KHM,Cambodia,secondary,Sanitation,2020,17.01696,307431.4588,No service
KHM,Cambodia,urban,Sanitation,2020,38.03009,454178.12357,No service
KHM,Cambodia,total,Drinking water,2020,21.95398,1081988.82999,No service
KHM,Cambodia,pre_primary,Drinking water,2020,37.78778,402963.20336,No service
KHM,Cambodia,primary,Drinking water,2020,13.57974,279122.9797,No service
KHM,Cambodia,rural,Drinking water,2020,22.27768,831888.94347,No service
KHM,Cambodia,secondary,Drinking water,2020,16.69877,301683.01423,No service
KHM,Cambodia,urban,Drinking water,2020,19.37982,231445.44,No service
KHM,Cambodia,total,Hygiene,2021,68.24892,3386777.13193,Basic service
KHM,Cambodia,pre_primary,Hygiene,2021,61.28434,640878.57757,Basic service
KHM,Cambodia,primary,Hygiene,2021,72.91165,1510743.26401,Basic service
KHM,Cambodia,rural,Hygiene,2021,67.47725,2522479.81113,Basic service
KHM,Cambodia,secondary,Hygiene,2021,66.94873,1234952.29147,Basic service
KHM,Cambodia,urban,Hygiene,2021,74.23135,908682.2303,Basic service
KHM,Cambodia,total,Sanitation,2021,32.44844,1610218.04649,Basic service
KHM,Cambodia,pre_primary,Sanitation,2021,21.13073,220973.8153,Basic service
KHM,Cambodia,primary,Sanitation,2021,41.4053,857925.64074,Basic service
KHM,Cambodia,rural,Sanitation,2021,31.58238,1180633.62693,Basic service
KHM,Cambodia,secondary,Sanitation,2021,46.59338,859472.73593,Basic service
KHM,Cambodia,urban,Sanitation,2021,39.38591,482131.56803,Basic service
KHM,Cambodia,total,Drinking water,2021,75.8427,3763609.62395,Basic service
KHM,Cambodia,pre_primary,Drinking water,2021,62.00761,648442.0769,Basic service
KHM,Cambodia,primary,Drinking water,2021,82.65897,1712709.50352,Basic service
KHM,Cambodia,rural,Drinking water,2021,75.37237,2817620.30548,Basic service
KHM,Cambodia,secondary,Drinking water,2021,82.47432,1521341.02714,Basic service
KHM,Cambodia,urban,Drinking water,2021,79.59885,974387.04072,Basic service
KHM,Cambodia,total,Hygiene,2021,0,0,Insufficient data
KHM,Cambodia,pre_primary,Hygiene,2021,0,0,Insufficient data
KHM,Cambodia,primary,Hygiene,2021,0,0,Insufficient data
KHM,Cambodia,rural,Hygiene,2021,0,0,Insufficient data
KHM,Cambodia,secondary,Hygiene,2021,0,0,Insufficient data
KHM,Cambodia,urban,Hygiene,2021,0,0,Insufficient data
KHM,Cambodia,total,Sanitation,2021,0,0,Insufficient data
KHM,Cambodia,pre_primary,Sanitation,2021,0,0,Insufficient data
KHM,Cambodia,primary,Sanitation,2021,0,0,Insufficient data
KHM,Cambodia,rural,Sanitation,2021,0,0,Insufficient data
KHM,Cambodia,secondary,Sanitation,2021,0,0,Insufficient data
KHM,Cambodia,urban,Sanitation,2021,0,0,Insufficient data
KHM,Cambodia,total,Drinking water,2021,0,0,Insufficient data
KHM,Cambodia,pre_primary,Drinking water,2021,0,0,Insufficient data
KHM,Cambodia,primary,Drinking water,2021,0,0,Insufficient data
KHM,Cambodia,rural,Drinking water,2021,0,0,Insufficient data
KHM,Cambodia,secondary,Drinking water,2021,0,0,Insufficient data
KHM,Cambodia,urban,Drinking water,2021,0,0,Insufficient data
KHM,Cambodia,total,Hygiene,2021,4.60239,228388.31729,Limited service
KHM,Cambodia,pre_primary,Hygiene,2021,3.81535,39898.89782,Limited service
KHM,Cambodia,primary,Hygiene,2021,4.7292,97990.012,Limited service
KHM,Cambodia,rural,Hygiene,2021,4.63292,173190.74032,Limited service
KHM,Cambodia,secondary,Hygiene,2021,6.07012,111970.95478,Limited service
KHM,Cambodia,urban,Hygiene,2021,4.58175,56086.24907,Limited service
KHM,Cambodia,total,Sanitation,2021,30.14927,1496123.82483,Limited service
KHM,Cambodia,pre_primary,Sanitation,2021,12.56114,131357.60718,Limited service
KHM,Cambodia,primary,Sanitation,2021,33.81837,700722.97419,Limited service
KHM,Cambodia,rural,Sanitation,2021,31.0738,1161621.75235,Limited service
KHM,Cambodia,secondary,Sanitation,2021,36.38966,671252.33953,Limited service
KHM,Cambodia,urban,Sanitation,2021,22.584,276455.76365,Limited service
KHM,Cambodia,total,Drinking water,2021,2.20332,109337.38876,Limited service
KHM,Cambodia,pre_primary,Drinking water,2021,0.20461,2139.73935,Limited service
KHM,Cambodia,primary,Drinking water,2021,3.76129,77934.7245,Limited service
KHM,Cambodia,rural,Drinking water,2021,2.34995,87847.48473,Limited service
KHM,Cambodia,secondary,Drinking water,2021,0.82691,15253.42346,Limited service
KHM,Cambodia,urban,Drinking water,2021,1.02133,12502.31734,Limited service
KHM,Cambodia,total,Hygiene,2021,27.14869,1347223.55112,No service
KHM,Cambodia,pre_primary,Hygiene,2021,34.9003,364968.5246,No service
KHM,Cambodia,primary,Hygiene,2021,22.35914,463285.72394,No service
KHM,Cambodia,rural,Hygiene,2021,27.88983,1042596.44844,No service
KHM,Cambodia,secondary,Hygiene,2021,26.98115,497700.7538,No service
KHM,Cambodia,urban,Hygiene,2021,21.1869,259353.52067,No service
KHM,Cambodia,total,Sanitation,2021,37.40229,1856047.12868,No service
KHM,Cambodia,pre_primary,Sanitation,2021,66.30813,693414.57752,No service
KHM,Cambodia,primary,Sanitation,2021,24.77634,513370.38507,No service
KHM,Cambodia,rural,Sanitation,2021,37.34382,1396011.62072,No service
KHM,Cambodia,secondary,Sanitation,2021,17.01696,313898.92454,No service
KHM,Cambodia,urban,Sanitation,2021,38.03009,465534.66832,No service
KHM,Cambodia,total,Drinking water,2021,21.95398,1089441.98733,No service
KHM,Cambodia,pre_primary,Drinking water,2021,37.78778,395164.18372,No service
KHM,Cambodia,primary,Drinking water,2021,13.57974,281374.77202,No service
KHM,Cambodia,rural,Drinking water,2021,22.27768,832799.20952,No service
KHM,Cambodia,secondary,Drinking water,2021,16.69877,308029.54938,No service
KHM,Cambodia,urban,Drinking water,2021,19.37982,237232.64189,No service
KOR,Republic of Korea,total,Hygiene,2018,100,7015456,Basic service
KOR,Republic of Korea,primary,Hygiene,2018,100,2730011,Basic service
KOR,Republic of Korea,secondary,Hygiene,2018,100,2937860,Basic service
KOR,Republic of Korea,total,Sanitation,2018,100,7015456,Basic service
KOR,Republic of Korea,primary,Sanitation,2018,100,2730011,Basic service
KOR,Republic of Korea,secondary,Sanitation,2018,100,2937860,Basic service
KOR,Republic of Korea,total,Drinking water,2018,100,7015456,Basic service
KOR,Republic of Korea,primary,Drinking water,2018,100,2730011,Basic service
KOR,Republic of Korea,secondary,Drinking water,2018,100,2937860,Basic service
KOR,Republic of Korea,total,Hygiene,2018,0,0,Insufficient data
KOR,Republic of Korea,pre_primary,Hygiene,2018,100,1347585,Insufficient data
